title,genres,budget,language,duration,year,vote_count,score
All the Real Girls,0,0,## INCONSISTENCY ## ,108,2003,30,5.9
Fugly,1,0,## INCONSISTENCY ## ,134,2014,2,5.3
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Other Side of Heaven,0,7000000,English,113,2001,3203,6.5
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Days of Heaven,0,0,## INCONSISTENCY ## ,94,1978,234,7.6
Ghostbusters,1,144000000,English,116,2016,69757,5.5
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Shaft,0,46000000,English,99,2000,58416,5.9
Mr. & Mrs. Smith,1,110000000,## INCONSISTENCY ## ,120,2005,2965,6.5
Dolphin Tale 2,0,36000000,## INCONSISTENCY ## ,107,2014,96,6.7
Kama Sutra: A Tale of Love,0,3000000,English,109,1996,8239,6.0
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
History of the World: Part I,1,11000000,## INCONSISTENCY ## ,92,1981,204,6.5
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Inescapable,0,4000000,English,93,2012,2086,5.2
Hot Tub Time Machine,1,36000000,## INCONSISTENCY ## ,101,2010,894,6.0
Harold & Kumar Go to White Castle,1,9000000,English,88,2004,155262,7.1
Out of Africa,0,31000000,English,161,1985,52339,7.2
47 Ronin,0,175000000,English,128,2013,116994,6.3
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
All Is Bright,1,0,## INCONSISTENCY ## ,107,2013,36,5.3
20 Dates,1,0,## INCONSISTENCY ## ,87,1998,3,3.7
Wreck-It Ralph,1,165000000,English,101,2012,272534,7.8
The FP,1,0,## INCONSISTENCY ## ,82,2011,11,4.5
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Ice Age: Dawn of the Dinosaurs,1,90000000,English,94,2009,166791,7.0
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Pi,0,60000,## INCONSISTENCY ## ,84,1998,586,7.1
The Bridge of San Luis Rey,0,24000000,English,120,2004,2919,5.1
Mrs. Winterbourne,1,25000000,## INCONSISTENCY ## ,105,1996,25,5.3
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Envy,1,40000000,## INCONSISTENCY ## ,99,2004,139,4.8
The Opposite Sex,1,3300000,## INCONSISTENCY ## ,96,2014,9,4.1
Year One,1,60000000,## INCONSISTENCY ## ,97,2009,524,4.6
Down to You,1,9000000,English,91,2000,12324,4.9
Living Out Loud,1,12000000,English,100,1998,4052,6.6
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
About a Boy,1,30000000,English,101,2002,144021,7.1
Willard,0,22000000,English,100,2003,15169,6.2
"The Book of Mormon Movie, Volume 1: The Journey",0,2000000,## INCONSISTENCY ## ,120,2003,2,5.0
On the Outs,0,0,## INCONSISTENCY ## ,86,2004,6,5.9
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Princess Mononoke,0,26500000,## INCONSISTENCY ## ,134,1997,1983,8.2
The Bourne Supremacy,0,75000000,English,108,2004,348232,7.8
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Seed of Chucky,1,12000000,English,88,2004,28632,4.9
My Dog Tulip,1,0,## INCONSISTENCY ## ,83,2009,9,7.6
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Drop Dead Gorgeous,1,10000000,English,97,1999,27265,6.5
Hands of Stone,0,20000000,English,105,2016,178,7.2
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Marie Antoinette,0,40000000,English,123,2006,79892,6.4
Hall Pass,1,36000000,English,111,2011,103230,5.9
Toy Story 2,1,90000000,English,82,1999,385871,7.9
A Thin Line Between Love and Hate,1,8000000,English,108,1996,3122,5.6
The Last Time I Committed Suicide,0,4000000,English,92,1997,1686,5.8
Chasing Liberty,1,23000000,English,101,2004,30092,6.1
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Drowning Mona,1,16000000,## INCONSISTENCY ## ,96,2000,43,5.4
Endless Love,0,20000000,English,104,2014,31323,6.3
Kung Fu Panda 2,0,150000000,## INCONSISTENCY ## ,91,2011,1880,6.7
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Duchess,0,0,## INCONSISTENCY ## ,110,2008,396,6.7
Dead Man Down,0,0,## INCONSISTENCY ## ,118,2013,638,5.9
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Caramel,1,0,## INCONSISTENCY ## ,96,2007,52,6.8
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Hunchback of Notre Dame,0,100000000,## INCONSISTENCY ## ,91,1996,1129,6.8
Point Blank,0,2500000,## INCONSISTENCY ## ,92,1967,95,7.1
The Invasion,0,80000000,## INCONSISTENCY ## ,99,2007,359,5.7
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Amazing Catfish,1,1300000,## INCONSISTENCY ## ,87,2013,17,5.7
Finishing The Game,1,0,## INCONSISTENCY ## ,84,2007,8,4.9
The Wild Bunch,0,6244087,## INCONSISTENCY ## ,145,1969,259,7.6
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Captain Alatriste: The Spanish Musketeer,0,24000000,Spanish,145,2006,10266,6.1
The Karate Kid,0,8000000,## INCONSISTENCY ## ,126,1984,891,6.9
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Raiders of the Lost Ark,0,18000000,## INCONSISTENCY ## ,115,1981,3854,7.7
Desert Dancer,0,4000000,English,104,2014,1177,6.0
The Shipping News,0,0,## INCONSISTENCY ## ,111,2001,108,6.4
The Cotton Club,0,58000000,## INCONSISTENCY ## ,127,1984,68,6.6
The Peanuts Movie,1,99000000,English,88,2015,27918,7.2
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Body of Lies,0,70000000,## INCONSISTENCY ## ,128,2008,895,6.5
Bon Cop Bad Cop,1,8000000,English,116,2006,8616,7.0
Fantasia 2000,0,80000000,English,74,1999,27543,7.3
Happy Feet,1,100000000,## INCONSISTENCY ## ,108,2006,1410,5.9
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Assassination of Jesse James by the Coward Robert Ford,0,30000000,## INCONSISTENCY ## ,160,2007,776,7.0
Nerve,0,20000000,English,96,2016,4303,7.1
Shanghai Surprise,0,17000000,## INCONSISTENCY ## ,97,1986,15,2.9
Alexander,0,155000000,English,206,2004,138863,5.5
Censored Voices,0,450000,Hebrew,84,2015,186,7.2
The Statement,0,23000000,English,120,2003,4257,6.2
One Missed Call,0,27000000,English,87,2008,26624,3.9
Marley & Me,1,60000000,## INCONSISTENCY ## ,115,2008,1343,6.9
Inside Man,0,45000000,English,129,2006,273108,7.6
Insomnia,0,46000000,## INCONSISTENCY ## ,118,2002,1148,6.8
Tsotsi,0,3000000,Zulu,94,2005,25063,7.3
Oblivion,0,120000000,## INCONSISTENCY ## ,124,2013,4800,6.4
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Extreme Measures,0,38000000,## INCONSISTENCY ## ,118,1996,80,5.7
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Pirates! In an Adventure with Scientists!,1,60000000,## INCONSISTENCY ## ,88,2012,374,6.4
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Double Impact,0,15000000,English,110,1991,28736,5.5
The Exorcist,0,8000000,English,132,1973,284252,8.0
Fahrenheit 9/11,0,6000000,## INCONSISTENCY ## ,122,2004,397,6.8
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
300,0,65000000,## INCONSISTENCY ## ,117,2006,4997,7.0
Hot Tub Time Machine 2,1,14000000,English,99,2015,28159,5.1
The Outrageous Sophie Tucker,0,500000,English,96,2014,38,7.2
Batman,0,35000000,English,126,1989,269033,7.6
Hellboy,0,66000000,English,132,2004,244566,6.8
Burlesque,0,55000000,English,119,2010,61680,6.4
Hits,1,1000000,English,96,2014,1359,5.8
My Lucky Star,1,0,## INCONSISTENCY ## ,114,2013,8,4.3
United Passions,0,27000000,## INCONSISTENCY ## ,110,2014,16,3.0
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Sympathy for Lady Vengeance,0,0,## INCONSISTENCY ## ,115,2005,356,7.4
The Ruins,0,8000000,## INCONSISTENCY ## ,91,2008,265,5.6
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Wild,0,15000000,English,115,2014,86664,7.1
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
A Night at the Roxbury,1,17000000,## INCONSISTENCY ## ,81,1998,198,5.9
Downfall,0,13500000,German,178,2004,248354,8.3
The Horse Whisperer,0,60000000,English,170,1998,32353,6.5
Stir of Echoes,0,12000000,English,99,1999,62468,7.0
Knocked Up,1,30000000,English,133,2007,298590,7.0
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Mambo Italiano,1,5000000,English,92,2003,5548,6.7
Teen Wolf Too,1,3000000,English,95,1987,8465,3.2
Things to Do in Denver When You're Dead,0,7000000,English,115,1995,22345,6.8
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1,2000000,English,88,1972,31077,6.8
Captain America: The Winter Soldier,0,170000000,English,136,2014,496749,7.8
The Howling,0,1000000,## INCONSISTENCY ## ,91,1981,161,6.4
Amnesiac,0,3000000,English,90,2014,2157,4.3
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
It's All Gone Pete Tong,1,2000000,## INCONSISTENCY ## ,90,2004,52,7.1
Be Kind Rewind,1,20000000,English,102,2008,79855,6.4
"Pink Ribbons, Inc.",0,900000,## INCONSISTENCY ## ,97,2011,6,6.8
The Naked Ape,1,0,## INCONSISTENCY ## ,110,2006,1,5.0
Whale Rider,0,8000000,## INCONSISTENCY ## ,101,2003,111,7.1
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Cabin Fever,0,0,## INCONSISTENCY ## ,99,2016,111,4.4
Star Trek IV: The Voyage Home,0,24000000,## INCONSISTENCY ## ,119,1986,477,6.9
Shanghai Noon,1,55000000,## INCONSISTENCY ## ,110,2000,735,6.2
Larry the Cable Guy: Health Inspector,1,4000000,English,89,2006,9104,3.1
Tarnation,0,218,English,88,2003,5709,7.2
Cradle Will Rock,0,0,## INCONSISTENCY ## ,132,1999,18,7.2
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Boy Next Door,0,4000000,English,91,2015,27198,4.6
Never Back Down 2: The Beatdown,0,3000000,## INCONSISTENCY ## ,90,2011,136,5.8
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Serial Mom,1,13000000,## INCONSISTENCY ## ,95,1994,135,6.4
ABCD (Any Body Can Dance),0,0,## INCONSISTENCY ## ,160,2013,10,5.6
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Hit & Run,1,2000000,## INCONSISTENCY ## ,100,2012,224,5.5
Hostage,0,52000000,## INCONSISTENCY ## ,113,2005,512,6.2
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Small Apartments,1,2000000,English,96,2012,5732,6.1
The X Files,0,66000000,English,121,1998,85720,7.0
On the Waterfront,0,910000,English,108,1954,100890,8.2
Due Date,1,65000000,## INCONSISTENCY ## ,95,2010,1685,6.2
Unfriended,0,1000000,## INCONSISTENCY ## ,82,2015,1047,5.5
The Broken Hearts Club: A Romantic Comedy,1,1000000,## INCONSISTENCY ## ,94,2000,25,6.3
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
DysFunktional Family,1,0,## INCONSISTENCY ## ,89,2003,4,6.1
Mission to Mars,0,90000000,English,114,2000,60467,5.6
Triple 9,0,20000000,English,115,2016,32567,6.3
BloodRayne,0,25000000,English,92,2005,30628,2.9
Barry Lyndon,0,11000000,English,184,1975,101627,8.1
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Specialist,0,45000000,## INCONSISTENCY ## ,110,1994,313,5.5
The Last Exorcism,0,1800000,## INCONSISTENCY ## ,87,2010,328,5.6
1408,0,25000000,English,114,2007,209396,6.8
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
About Schmidt,1,30000000,English,125,2002,107557,7.2
Man on a Ledge,0,42000000,English,102,2012,125198,6.6
Adaptation.,1,19000000,## INCONSISTENCY ## ,114,2002,638,7.3
Nick and Norah's Infinite Playlist,1,9000000,## INCONSISTENCY ## ,89,2008,379,6.4
Alexander's Ragtime Band,0,2000000,English,106,1938,1381,7.0
Tango & Cash,1,55000000,## INCONSISTENCY ## ,104,1989,458,6.1
Restoration,0,0,## INCONSISTENCY ## ,90,2016,11,5.3
Trading Places,1,40600000,## INCONSISTENCY ## ,116,1983,738,7.1
Amen.,0,0,## INCONSISTENCY ## ,132,2002,75,7.1
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Good German,0,32000000,## INCONSISTENCY ## ,108,2006,86,5.9
Full Frontal,1,2000000,English,101,2002,8662,4.7
Freedom,0,14500000,## INCONSISTENCY ## ,98,2014,9,5.8
D.E.B.S.,1,3500000,English,91,2004,12188,5.3
Lethal Weapon 4,0,140000000,English,127,1998,127497,6.6
Hannibal Rising,0,50000000,English,131,2007,86374,6.2
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
A Walk on the Moon,0,14000000,## INCONSISTENCY ## ,107,1999,21,6.2
The Sticky Fingers of Time,0,250000,English,81,1997,336,6.3
The Upside of Anger,1,9000000,English,118,2005,19007,6.9
Bathing Beauty,1,2361000,English,101,1944,1079,6.5
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Over the Hedge,1,80000000,English,83,2006,127345,6.8
Rudderless,1,5000000,## INCONSISTENCY ## ,105,2014,105,7.4
It Happened One Night,1,325000,English,65,1934,64888,8.2
Saw IV,0,10000000,## INCONSISTENCY ## ,93,2007,903,5.9
The Legend of Suriyothai,0,0,## INCONSISTENCY ## ,185,2001,6,5.1
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Boiler Room,0,26000000,## INCONSISTENCY ## ,118,2000,201,6.5
Any Given Sunday,0,55000000,English,156,1999,97047,6.8
Crocodile Dundee,1,5000000,## INCONSISTENCY ## ,97,1986,503,6.3
Escape from New York,0,6000000,## INCONSISTENCY ## ,99,1981,703,6.9
Rambo: First Blood Part II,0,44000000,English,96,1985,117606,6.4
Lara Croft Tomb Raider: The Cradle of Life,0,95000000,English,117,2003,102747,5.5
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Mask,1,23000000,## INCONSISTENCY ## ,101,1994,2472,6.6
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Serving Sara,1,29000000,## INCONSISTENCY ## ,100,2002,85,5.0
Caravans,0,0,## INCONSISTENCY ## ,127,1978,1,5.8
The Great Debaters,0,15000000,## INCONSISTENCY ## ,126,2007,151,6.9
Arachnophobia,1,31000000,English,103,1990,50389,6.3
Love Ranch,0,0,## INCONSISTENCY ## ,117,2010,21,6.0
Juno,1,7500000,English,96,2007,414345,7.5
The Other Woman,1,40000000,## INCONSISTENCY ## ,109,2014,1437,6.2
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Hum To Mohabbat Karega,0,0,## INCONSISTENCY ## ,0,2000,0,0.0
The Lovely Bones,0,65000000,English,135,2009,125109,6.7
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Game Plan,1,22000000,English,110,2007,44021,6.2
Memoirs of an Invisible Man,1,40000000,## INCONSISTENCY ## ,99,1992,125,5.7
Epic Movie,1,20000000,English,93,2007,89687,2.3
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Looper,0,30000000,English,119,2012,428916,7.4
Perfect Cowboy,0,200,## INCONSISTENCY ## ,109,2014,1,5.0
Disturbia,0,20000000,English,105,2007,186984,6.9
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
House of 1000 Corpses,0,7000000,## INCONSISTENCY ## ,89,2003,306,6.0
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Amidst the Devil's Wings,0,300000,English,90,2014,28,4.3
Moby Dick,0,4500000,English,115,1956,13474,7.4
An Everlasting Piece,1,0,## INCONSISTENCY ## ,103,2000,1,6.0
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0,180000000,English,150,2005,286506,6.9
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Slums of Beverly Hills,1,5000000,English,91,1998,9427,6.6
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Big Momma's House,1,30000000,English,99,2000,66941,5.1
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Client,0,45000000,## INCONSISTENCY ## ,119,1994,278,6.4
Charlie St. Cloud,0,44000000,## INCONSISTENCY ## ,99,2010,566,6.8
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Non-Stop,0,50000000,English,106,2014,200647,7.0
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Shawshank Redemption,0,25000000,## INCONSISTENCY ## ,142,1994,8205,8.5
The Frozen Ground,0,27220000,## INCONSISTENCY ## ,105,2013,465,6.1
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Bucky Larson: Born to Be a Star,1,10000000,English,97,2011,9541,3.3
Party Monster,1,5000000,## INCONSISTENCY ## ,98,2003,58,5.9
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Ernest & Celestine,1,9600000,French,80,2012,12029,7.9
Sinister 2,0,10000000,## INCONSISTENCY ## ,97,2015,581,5.4
Independence Day: Resurgence,0,165000000,English,120,2016,58137,5.5
Wild Grass,0,0,## INCONSISTENCY ## ,104,2009,22,5.8
Warcraft,0,160000000,## INCONSISTENCY ## ,123,2016,2268,6.3
Richard III,0,0,## INCONSISTENCY ## ,104,1995,49,6.9
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
