Income,Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person under 18,Householder,Hometype,Ethnic,Language
1,male,married,25 thru 34,college graduate,professional/managerial,less than one year,yes,two,none,rent,apartment,white,english
1,male,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,rent,apartment,white,english
1,female,married,45 thru 54,college graduate,professional/managerial,more than ten years,yes,six,three,own,house,white,english
1,female,married,55 thru 64,college graduate,homemaker,more than ten years,no,two,none,own,house,white,english
1,female,divorced or separated,35 thru 44,1 to 3 years of college,sales worker,more than ten years,not married,two,one,own,house,white,english
1,female,married,25 thru 34,1 to 3 years of college,student or hs or college,less than one year,yes,two,none,rent,apartment,white,english
1,female,divorced or separated,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,three,two,own,condominium,white,english
1,female,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,three,one,own,house,white,english
1,female,single or never married,18 thru 24,graduated high school,unemployed,one to three years,not married,five,two,live with parents/family,house,white,english
0,female,single or never married,18 thru 24,college graduate,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english
0,female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,one to three years,not married,four,none,rent,apartment,white,english
1,female,divorced or separated,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,not married,one,none,own,condominium,white,english
1,female,married,25 thru 34,college graduate,homemaker,four to six years,no,three,one,own,other,white,english
1,female,single or never married,35 thru 44,grad study,professional/managerial,seven to ten years,not married,one,none,own,other,white,english
1,female,divorced or separated,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,own,condominium,other,english
0,female,married,55 thru 64,1 to 3 years of college,clerical/service worker,more than ten years,no,two,none,own,house,white,english
1,female,married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,house,white,english
1,female,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,two,none,own,house,white,english
1,female,married,55 thru 64,graduated high school,homemaker,more than ten years,no,two,none,own,house,white,english
0,female,single or never married,25 thru 34,college graduate,professional/managerial,one to three years,not married,two,none,rent,other,white,english
0,female,single or never married,25 thru 34,college graduate,student or hs or college,seven to ten years,not married,one,none,rent,apartment,white,english
1,female,single or never married,18 thru 24,graduated high school,student or hs or college,more than ten years,not married,six,three,live with parents/family,house,white,english
1,male,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,two,none,own,house,white,english
1,male,married,45 thru 54,college graduate,professional/managerial,more than ten years,no,four,two,own,house,white,english
1,male,married,45 thru 54,1 to 3 years of college,professional/managerial,seven to ten years,yes,three,none,own,house,white,english
1,male,divorced or separated,35 thru 44,college graduate,professional/managerial,more than ten years,not married,one,none,own,condominium,white,english
1,male,divorced or separated,35 thru 44,grad study,professional/managerial,seven to ten years,not married,four,one,rent,house,white,english
1,male,divorced or separated,25 thru 34,1 to 3 years of college,sales worker,more than ten years,not married,one,none,rent,apartment,white,english
1,male,married,45 thru 54,grad study,professional/managerial,more than ten years,yes,three,one,own,house,white,english
1,male,married,35 thru 44,college graduate,professional/managerial,more than ten years,yes,three,one,own,house,white,english
1,male,married,45 thru 54,grad study,sales worker,more than ten years,yes,two,none,own,house,white,english
1,male,single or never married,55 thru 64,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,own,house,white,english
1,male,married,25 thru 34,1 to 3 years of college,military,one to three years,yes,two,none,rent,apartment,white,english
0,male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,one to three years,not married,five,none,rent,apartment,white,english
1,male,married,45 thru 54,college graduate,retired,more than ten years,not married,two,none,own,house,white,english
1,male,married,45 thru 54,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,white,english
1,male,married,35 thru 44,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,white,english
0,male,divorced or separated,65 and over,graduated high school,retired,more than ten years,not married,one,none,rent,other,white,english
1,male,married,25 thru 34,1 to 3 years of college,professional/managerial,four to six years,yes,two,none,rent,house,asian,english
1,male,married,65 and over,1 to 3 years of college,retired,more than ten years,no,two,none,own,house,white,english
0,female,single or never married,14 thru 17,grade 8 or less,student or hs or college,more than ten years,not married,three,one,live with parents/family,apartment,white,english
1,female,married,45 thru 54,college graduate,professional/managerial,more than ten years,yes,four,two,own,house,white,english
1,female,married,45 thru 54,college graduate,clerical/service worker,seven to ten years,yes,two,none,own,house,pacific islander,english
1,male,married,25 thru 34,college graduate,professional/managerial,more than ten years,no,two,none,own,house,white,english
1,female,married,25 thru 34,college graduate,sales worker,more than ten years,yes,two,none,own,house,white,english
